,words,repeated
5233,TheWarofArt httpstcolbXzVs,0
5234,httpstcolbXzVs via,0
5235,JamieBrysonCPNI Yes,0
5236,Yes I,0
5237,I recall,0
5238,recall once,1
5239,once compiling,1
5240,compiling a,1
5241,a list,1
5242,list of,1
5243,of Eires,0
5244,Eires achievements,0
5245,achievements in,1
5246,in science,0
5247,science medicine,0
5248,medicine technology,0
5249,technology engineering,0
5250,engineering art,0
5251,art music,0
5252,music literature,0
5253,literature architecture,0
5254,architecture etc,0
5255,etc not,0
5256,to mention,1
5257,mention your,1
5258,your contribution,1
5259,contribution to,2
5260,to defeating,1
5261,defeating fascism,1
5262,fascism in,1
5263,in WW,0
5264,WW and,0
5265,communism in,1
5266,War httpstcowBYKcVCLnA,0
5267,Jkylebass Problem,0
5268,Problem with,0
5269,with USA,0
5270,USA is,0
5271,are trying,2
5272,trying change,1
5273,world mostly,1
5274,mostly by,1
5275,by bombing,0
5276,bombing China,0
5277,China is,0
5278,is acting,1
5279,acting by,1
5280,win without,1
5281,Fact say,0
5282,say I,0
5283,I told,0
5284,told my,1
5285,my mother,1
5286,mother the,1
5287,the other,6
5288,other day,1
5289,day that,2
5290,that I,0
5291,I wanted,0
5292,wanted her,1
5293,her hard,1
5294,hard copy,1
5295,copy of,3
5296,War httpstcoKpOvcAy,0
5297,vindytalks Try,0
5298,Try this,0
5299,this The,0
5300,Novel httpstcoZmxRubj,0
5301,Jeremiah KJV,0
5302,Thou art,0
5303,art my,2
5304,my battle,1
5305,battle axe,1
5306,axe and,1
5307,and weapons,1
5308,for with,1
5309,with thee,2
5310,thee will,2
5311,will I,0
5312,I break,0
5313,break in,1
5314,in pieces,1
5315,pieces the,1
5316,the nations,1
5317,and with,3
5318,I destroy,0
5319,destroy kingdoms,0
5320,Connect with,0
5321,with us,1
5322,us in,2
5323,a session,1
5324,session of,1
5325,of prayers,1
5326,prayers as,1
5327,as we,1
5328,we engage,1
5329,engage fervently,1
5330,fervently in,1
5331,spirit and,1
5332,and build,1
5333,build up,1
5334,up ourselves,1
5335,ourselves in,1
5336,the Holy,0
5337,Holy Ghost,0
5338,Ghost httpstcoHUiWdwZEV,0
5339,How many,0
5340,many of,1
5341,have watch,0
5342,movie called,0
5343,called SALT,0
5344,Guess how,0
5345,how many,1
5346,many Agents,0
5347,Agents from,0
5348,from different,1
5349,different countries,0
5350,countries work,0
5351,work in,1
5352,in CIAFBIDEASECRET,0
5353,CIAFBIDEASECRET SERVICEUSArmy,0
5354,SERVICEUSArmy etc,0
5355,of WarðŸŽ,0
5356,the Deal,0
5357,Deal amongst,0
5358,amongst others,1
5359,others weremy,1
5360,weremy goto,0
5361,goto for,0
5362,for I,0
5363,I learned,0
5364,learned more,1
5365,more in,4
5366,a year,2
5367,year then,1
5368,then could,1
5369,could have,2
5370,have ever,1
5371,ever done,1
5372,done years,1
5373,years at,1
5374,at my,2
5375,my university,0
5376,university I,0
5377,I extend,0
5378,extend my,1
5379,my vibes,1
5380,vibes to,1
5381,to you,2
5382,you Wherever,0
5383,Wherever you,0
5384,are in,3
5385,the worldto,0
5386,worldto be,0
5387,best you,1
5388,you today,1
5389,today possible,0
5390,possible It,0
5391,is doable,0
5392,doable ðŸðŸðŸŒðŸ,0
5393,Your adversary,0
5394,adversary does,2
5395,not wait,2
5396,you to,4
5397,to finish,3
5398,finish patching,0
5399,patching The,0
5400,âœVictory comes,0
5401,comes from,1
5402,from finding,1
5403,finding opportunities,1
5404,opportunities in,1
5405,in problemsâ,0
5406,httpstcoAFullofVl httpstcovorKKmoQl,0
5407,vindytalks Instead,0
5408,Instead of,0
5409,of reading,2
5410,book another,0
5411,another way,2
5412,way can,1
5413,read booka,0
5414,booka that,0
5415,that applied,1
5416,applied those,1
5417,those lessons,1
5418,lessons to,1
5419,to reality,0
5420,reality For,0
5421,For me,0
5422,me one,1
5423,of those,2
5424,those books,1
5425,books is,1
5426,is Total,0
5427,Total Competition,0
5428,Competition Combines,0
5429,Combines F,0
5430,F and,0
5431,Thrawn X,0
5432,X NusoEsva,0
5433,NusoEsva fanfiction,0
5434,fanfiction Where,0
5435,Art Where,0
5436,Give me,0
5437,me smth,0
5438,smth ðŸ,0
5439,I loved,0
5440,loved the,1
5441,the HC,0
5442,HC by,0
5443,by moariel,0
5444,moariel of,0
5445,of him,2
5446,him competing,1
5447,competing in,1
5448,Art war,0
5449,with Nuso,0
5450,Nuso like,0
5451,like hed,0
5452,hed play,0
5453,play chess,1
5454,chess with,1
5455,with an,4
5456,an old,1
5457,old brogtgt,0
5458,The Winner,0
5459,Winner Takes,0
5460,Takes It,0
5461,It All,0
5462,All by,0
5463,moariel ðŸðŸ,0
5464,th Anniversary,0
5465,Anniversary Of,0
5466,Of The,0
5467,The End,0
5468,End Of,0
5469,The Irish,0
5470,Irish War,0
5471,War Of,0
5472,Of Independence,0
5473,Independence theredbeltfiles,0
5474,theredbeltfiles procreate,0
5475,procreate art,0
5476,art cartoon,1
5477,cartoon drawing,0
5478,drawing eocmurphy,0
5479,eocmurphy irishwarofindependence,0
5480,irishwarofindependence years,0
5481,years irishfreedom,0
5482,irishfreedom irishindependence,0
5483,irishindependence irishliberation,0
5484,irishliberation drawingphotohybrid,0
5485,drawingphotohybrid photodrawinghybrid,0
5486,photodrawinghybrid photobackground,0
5487,photobackground httpstcoPyKPzQBxU,0
5488,dWhatANobodyb Damn,0
5489,Damn Im,0
5490,Im really,0
5491,really sorry,1
5492,sorry to,1
5493,hear take,1
5494,proper time,1
5495,time to,6
5496,to heal,1
5497,heal and,1
5498,and come,1
5499,come out,1
5500,it strong,1
5501,strong ðŸðŸœ,0
5502,Manifesting EXO,0
5503,EXO concert,0
5504,concert on,1
5505,the beach,4
5506,beach one,1
5507,one day,2
5508,day I,0
5509,think it,4
5510,it would,2
5511,would be,9
5512,be beautiful,1
5513,beautiful to,1
5514,to relive,1
5515,relive the,1
5516,the Kokobop,0
5517,Kokobop era,0
5518,era in,1
5519,in its,1
5520,its whole,0
5521,whole beautiful,1
5522,beautiful concept,0
5523,concept The,0
5524,The WAR,0
5525,WAR album,0
5526,album is,1
5527,a piece,2
5528,ðŸŒðŸðŸŒðŸðŸŒðŸšðŸŒâðŸðŸŒðŸðŸŒðŸœðŸŒðŸðŸŒ httpstcojLrTPSiHET,0
5529,can tame,2
5530,tame it,2
5531,by vaccineinduced,0
5532,vaccineinduced protection,0
5533,babaOmoloro Napoleon,0
5534,Napoleon in,0
5535,in Animal,0
5536,Farm would,0
5537,would DEFINITELY,0
5538,DEFINITELY have,0
5539,have read,2
5540,War I,0
5541,I bet,0
5542,bet Manor,0
5543,Manor Farm,0
5544,Farm was,0
5545,was stuffed,1
5546,stuffed with,1
5547,with books,1
5548,books that,2
5549,that Farmer,0
5550,Farmer Jones,0
5551,Jones idiot,0
5552,idiot had,1
5553,had never,1
5554,never opened,1
5555,opened and,1
5556,and which,1
5557,which the,2
5558,the pigs,1
5559,pigs read,1
5560,read cover,1
5561,cover to,1
5562,to cover,0
5563,cover And,0
5564,And Ill,0
5565,Ill bet,0
5566,bet after,1
5567,after figuring,1
5568,figuring out,1
5569,the WiFi,0
5570,WiFi password,0
5571,password Napoleon,0
5572,Napoleon ordered,0
5573,ordered a,1
5574,a fuckload,0
5575,fuckload off,0
5576,off Amazon,0
5577,THE EURO,0
5578,EURO STORY,0
5579,STORY SO,0
5580,SO FAR,0
5581,FAR Part,0
5582,SHUT OUT,0
5583,OUT England,0
5584,England Czech,0
5585,Czech Republic,0
5586,Republic Pickfordâs,0
5587,Pickfordâs rd,0
5588,rd consecutive,0
5589,consecutive clean,1
5590,clean sheets,0
5591,WAR England,0
5592,England Germany,0
5593,Long To,0
5594,To Ukrein,0
5595,Ukrein Over,0
5596,Over Them,0
5597,Them Ukraine,0
5598,England ThreeLions,0
5599,ThreeLions England,0
5600,England ItsComingHome,0
5601,ItsComingHome ENGGER,0
5602,ENGGER ENG,0
5603,ENG httpstcoDAyPbPUh,0
5604,PhathuMush They,0
5605,They probably,0
5606,probably havenât,0
5607,havenât read,0
5608,War Only,0
5609,Only explanation,0
5610,explanation ðŸðŸ,0
5611,marclamonthill The,0
5612,The USA,0
5613,USA made,0
5614,a minor,0
5615,minor luke,0
5616,luke warm,1
5617,warm contribution,1
5618,the totality,1
5619,totality of,1
5620,of slavery,1
5621,slavery war,0
5622,and genocide,1
5623,genocide in,1
5624,in human,1
5625,human history,0
5626,Just like,0
5627,like with,1
5628,with music,0
5629,music art,0
5630,and philosophy,0
5631,SweetieFoxz you,0
5632,cant cancel,0
5633,cancel somebody,1
5634,somebody that,1
5635,that doesnt,0
5636,doesnt care,0
5637,care about,2
5638,being canceled,0
5639,canceled Sun,0
5640,Placing the,0
5641,list with,1
5642,of of,5
5643,of not,10
5644,not giving,5
5645,giving a,5
5646,a fuck,1
5647,fuck ðŸðŸðŸ,0
5648,TheArtOfWar BookBoost,0
5649,HeartlessPrince TheHeartlessPrince,0
5650,Disney Hyperion,0
5651,Things a,0
5652,a Real,0
5653,Real General,0
5654,General Knows,0
5655,Lesson Laying,0
5656,Laying Plans,0
5657,ref gt,0
5658,gt httpstcowAPDv,0
5659,httpstcowAPDv httpstcovfyVKDuLM,0
5660,Dont disrespect,0
5661,disrespect the,1
5662,war by,24
5663,Tzu httpstcoKuGnYpQkG,0
5664,âœStrategy without,0
5665,without tactics,3
5666,tactics is,3
5667,the slowest,3
5668,slowest route,3
5669,route to,3
5670,victory Tactics,0
5671,Tactics without,0
5672,without strategy,3
5673,the noise,3
5674,noise before,3
5675,before defeatâ,0
5676,httpstcoAFullofVl httpstcoYxcoptHznM,0
5677,ilSharko Anyone,0
5678,Anyone else,0
5679,else notice,1
5680,notice the,1
5681,War behind,0
5682,behind him,1
5683,him not,1
5684,a coincidence,0
5685,Our favorite,0
5686,favorite books,1
5687,books as,1
5688,Capitalistic Nigga,0
5689,Nigga httpstcolieCmZsWo,0
5690,of there,5
5691,there war,1
5692,war let,1
5693,let them,2
5694,them think,1
5695,think they,4
5696,they What,0
5697,What Feel,0
5698,Feel FREE,0
5699,FREE to,0
5700,to fill,2
5701,fill in,1
5702,the Blank,0
5703,What the,0
5704,the one,1
5705,one book,2
5706,book that,1
5707,that everyone,1
5708,everyone raves,1
5709,raves about,1
5710,about but,1
5711,but you,5
5712,you couldnt,0
5713,couldnt get,0
5714,get through,1
5715,me The,0
5716,I really,0
5717,really want,1
5718,to learn,7
5719,learn all,1
5720,these nuanced,1
5721,nuanced lessons,1
5722,lessons but,1
5723,not finish,0
5724,finish it,1
5725,it ðŸˆ,0
5726,âAhh Very,0
5727,Very tactical,0
5728,tactical of,1
5729,them A,0
5730,A proud,0
5731,proud upward,1
5732,upward turn,1
5733,turn of,1
5734,the corner,1
5735,corner of,1
5736,his mouth,0
5737,mouth In,0
5738,midst of,3
5739,of chaos,0
5740,chaos there,0
5741,is also,5
5742,also opportunity,0
5743,opportunity The,0
5744,â httpstcozojZxy,0
5745,mootpointer An,0
5746,An MVP,0
5747,MVP can,0
5748,be hacked,1
5749,hacked together,1
5750,together in,1
5751,a hackathon,1
5752,hackathon within,1
5753,within h,0
5754,h Your,0
5755,Your idea,0
5756,idea of,4
5757,of an,6
5758,an MVP,0
5759,MVP appears,0
5760,appears to,1
5761,be from,1
5762,the waterfall,0
5763,waterfall world,0
5764,world Hence,0
5765,Hence your,0
5766,your question,1
5767,is for,2
5768,a procedure,0
5769,procedure Agile,0
5770,Agile is,0
5771,procedure but,0
5772,but a,2
5773,to think,4
5774,think Kaizen,0
5775,Kaizen Id,0
5776,Id recommend,0
5777,recommend to,1
5778,to reread,0
5779,reread the,0
5780,Day Post,0
5781,Post War,0
5782,War Love,0
5783,Love amp,0
5784,amp Peace,0
5785,Peace Buy,0
5786,at httpstcoAGfNRqHc,0
5787,httpstcoAGfNRqHc httpstcoSmdgiqB,0
5788,Snappart maybe,0
5789,maybe the,1
5790,the lmanburgmanburgnew,0
5791,lmanburgmanburgnew lmanburg,0
5792,lmanburg area,0
5793,area but,0
5794,but las,1
5795,las nevadas,1
5796,nevadas has,1
5797,war approaching,1
5798,approaching as,1
5799,as techno,1
5800,techno gets,1
5801,gets out,1
5802,of prison,0
5803,Israelncube If,0
5804,find time,1
5805,time grab,1
5806,grab and,1
5807,and read,2
5808,Iâve read,0
5809,read of,2
5810,these and,1
5811,and only,2
5812,only finished,1
5813,finished one,0
5814,one currently,0
5815,currently busy,1
5816,busy with,2
5817,with Art,0
5818,the next,8
5819,next months,0
5820,months All,0
5821,All doodoo,0
5822,doodoo books,1
5823,books if,1
5824,you ask,1
5825,ask me,0
5826,me httpstcoFqoQijcJN,0
5827,The Karabakh,0
5828,Karabakh war,0
5829,war separated,1
5830,separated the,1
5831,the men,3
5832,men from,1
5833,the boys,1
5834,boys in,1
5835,the diplomatic,1
5836,diplomatic service,0
5837,service There,0
5838,There are,0
5839,are those,1
5840,who practice,1
5841,practice the,2
5842,the well,1
5843,well known,2
5844,known art,1
5845,of eloquent,1
5846,eloquent noncommittal,0
5847,noncommittal nonstatementsâand,0
5848,nonstatementsâand those,0
5849,who drop,1
5850,drop all,1
5851,all appearance,1
5852,appearance of,1
5853,of diplomacy,3
5854,diplomacy in,1
5855,in favor,1
5856,favor of,1
5857,of unbridled,1
5858,unbridled enthusiasm,1
5859,enthusiasm reserved,1
5860,reserved for,1
5861,for DC,0
5862,DC lobbyists,0
5863,lobbyists httpstcohLDMgYLM,0
5864,ProgressTX Sun,0
5865,War edited,0
5866,know when,3
5867,to handle,1
5868,handle both,1
5869,both superior,1
5870,superior and,1
5871,and inferior,1
5872,inferior forces,0
5873,whose people,1
5874,are animated,1
5875,animated by,1
5876,same spirit,1
5877,spirit throughout,1
5878,throughout all,1
5879,all its,4
5880,its ranks,0
5881,who prepared,0
5882,prepared themselves,0
5883,themselves waits,0
5884,waits to,1
5885,enemy unprepared,0
5886,the Subtle,0
5887,Subtle Art,0
5888,War While,0
5889,While I,0
5890,I liked,0
5891,liked them,1
5892,them both,0
5893,both Id,0
5894,Id never,0
5895,never recommend,1
5896,recommend them,1
5897,them or,1
5898,or anything,2
5899,else on,1
5900,on this,4
5901,this list,1
5902,list simply,1
5903,simply because,2
5904,because there,1
5905,there are,4
5906,are more,2
5907,more fun,1
5908,fun books,1
5909,books out,1
5910,there Please,0
5911,Please have,0
5912,have fun,1
5913,fun when,1
5914,when reading,2
5915,reading httpstcoiqTqiGV,0
5916,I reiterate,0
5917,reiterate again,1
5918,again that,1
5919,that Jews,0
5920,Jews do,0
5921,not pose,1
5922,pose a,1
5923,a threat,1
5924,threat to,1
5925,to China,0
5926,China the,0
5927,Chinese people,0
5928,and their,3
5929,their state,0
5930,state Who,0
5931,is jewing,1
5932,jewing whom,1
5933,whom in,1
5934,end China,0
5935,China has,0
5936,has years,0
5937,years actually,0
5938,actually but,1
5939,but whatever,0
5940,whatever of,0
5941,of history,0
5942,history Chinese,0
5943,Chinese kids,0
5944,kids learn,1
5945,the multiplication,1
5946,multiplication table,1
5947,table at,1
5948,at read,1
5949,War at,0
5950,at Too,0
5951,Too smart,0
5952,smart to,1
5953,to jew,1
5954,jew httpstcoQBZjlzhGX,0
5955,hyphyrepublic So,0
5956,So very,0
5957,very ironic,0
5958,ironic isnt,0
5959,isnt it,0
5960,it Antifa,0
5961,Antifa has,0
5962,not yet,2
5963,yet begin,1
5964,begin to,1
5965,learn two,1
5966,two important,1
5967,important facts,0
5968,facts America,0
5969,America will,0
5970,will never,5
5971,never become,1
5972,a socialist,1
5973,socialist country,1
5974,country as,1
5975,as long,1
5976,long as,1
5977,as it,1
5978,it remains,1
5979,remains a,1
5980,a beacon,1
5981,beacon of,1
5982,of WORLD,0
5983,WORLD HOPE,0
5984,you live,1
5985,live and,2
5986,and act,1
5987,act within,1
5988,within violence,0
5989,violence you,0
5990,you die,1
5991,die the,1
5992,same way,2
5993,TradWestArt The,0
5994,The weird,0
5995,weird part,1
5996,is this,1
5997,this line,1
5998,of thinking,1
5999,thinking is,2
6000,is expanding,1
6001,expanding into,1
6002,into Europe,0
6003,Europe as,0
6004,well Soulless,0
6005,Soulless moralistic,0
6006,moralistic bourgeois,1
6007,bourgeois tradition,0
6008,that worships,1
6009,worships cold,1
6010,cold war,6
6011,war America,0
6012,America as,0
6013,the absolute,1
6014,TrilbySmith Yeah,0
6015,Yeah I,0
6016,I saw,0
6017,saw this,1
6018,this already,0
6019,already I,0
6020,I thought,0
6021,thought the,1
6022,in background,1
6023,background was,1
6024,was very,1
6025,very interesting,0
6026,Warning in,0
6027,in advance,2
6028,advance that,2
6029,that in,4
6030,the first,10
6031,first half,1
6032,half of,2
6033,the prologue,0
6034,prologue Cupcake,0
6035,Cupcake War,0
6036,War Machine,0
6037,Machine parodies,0
6038,parodies the,1
6039,s in,0
6040,in many,2
6041,many ways,1
6042,ways which,1
6043,which includes,1
6044,includes the,2
6045,the frequency,1
6046,frequency of,1
6047,of amateur,1
6048,amateur art,1
6049,art mistakes,1
6050,mistakes so,1
6051,so expect,4
6052,expect them,0
6053,them They,0
6054,are there,1
6055,there on,1
6056,on purpose,1
6057,purpose and,1
6058,and are,1
6059,are part,1
6060,part of,9
6061,as comic,1
6062,comic relief,1
6063,relief and,1
6064,and nostalgia,0
6065,babaOmoloro I,0
6066,love the,3
6067,War too,0
6068,too o,0
6069,can enjoy,1
6070,enjoy someoneâs,0
6071,someoneâs art,0
6072,art for,2
6073,for musical,1
6074,musical or,1
6075,or visual,1
6076,visual aesthetics,1
6077,aesthetics and,1
6078,and still,1
6079,still critique,0
6080,critique them,1
6081,them for,1
6082,for consciously,1
6083,consciously trying,1
6084,to remove,1
6085,remove themselves,1
6086,themselves from,1
6087,the topics,1
6088,topics of,1
6089,their work,1
6090,work under,1
6091,the guise,1
6092,guise of,1
6093,of âœexploringâ,0
6094,âœexploringâ imperialism,0
6095,imperialism pedos,0
6096,pedos the,0
6097,on terror,0
6098,terror etc,0
6099,Reading the,0
6100,spressfield really,0
6101,really opened,1
6102,opened my,1
6103,my eyes,1
6104,eyes to,1
6105,to timewasting,0
6106,timewasting procrastination,0
6107,procrastination and,1
6108,and other,2
6109,other distractions,0
6110,Now when,0
6111,when I,0
6112,I veer,0
6113,veer down,1
6114,down a,1
6115,a YouTube,0
6116,YouTube rabbithole,0
6117,rabbithole or,0
6118,a quick,1
6119,quick browse,0
6120,browse through,0
6121,through Amazon,0
6122,Amazon my,0
6123,my inner,1
6124,inner voice,1
6125,voice is,1
6126,is saying,1
6127,saying This,0
6128,This feels,0
6129,feels like,2
6130,like resistance,0
6131,resistance and,0
6132,its back,1
6133,to work,3
6134,The faults,0
6135,faults of,1
6136,of generals,1
6137,generals from,1
6138,war Too,0
6139,Too much,0
6140,much or,1
6141,or not,1
6142,not enough,2
6143,enough love,1
6144,love for,2
6145,the troops,1
6146,troops or,1
6147,or vices,0
6148,vices Plus,0
6149,Plus another,0
6150,another that,1
6151,that escapes,1
6152,escapes me,1
6153,me now,0
6154,now Thats,0
6155,FINAL FANTASY,0
6156,FANTASY XIV,0
6157,XIV Online,0
6158,I SILVER,0
6159,PlayStationTrophy PSShare,0
6160,PSShare FINALFANTASYXIVOnline,0
6161,FINALFANTASYXIVOnline httpstcoKViQynsd,0
6162,All warfare,0
6163,warfare is,3
6164,on deception,0
6165,deception artofwar,0
6166,artofwar military,0
6167,strategy suntzu,0
6168,suntzu solutions,0
6169,solutions httpstcoaPYhRuW,0
6170,deviIette Innovation,0
6171,Innovation can,0
6172,be motivated,1
6173,motivated by,1
6174,by wanting,1
6175,wanting to,2
6176,to help,1
6177,help humanity,0
6178,humanity not,0
6179,not from,1
6180,from wanting,1
6181,fill your,2
6182,own coffers,1
6183,coffers at,1
6184,the expense,1
6185,expense of,1
6186,Nobodies perfect,0
6187,perfect but,1
6188,but some,1
6189,some are,2
6190,are disastrous,0
6191,read about,1
6192,The Alchemist,0
6193,Monk who,0
6194,who sold,4
6195,sold his,3
6196,his Ferrari,0
6197,Subtle art,0
6198,Animal farm,0
6199,was half,1
6200,half way,0
6201,way Didnt,0
6202,Didnt like,0
6203,it much,0
6204,recommend one,0
6205,one The,0
6206,The mafia,0
6207,mafia manager,0
6208,manager One,0
6209,my fav,1
6210,fav books,0
6211,ArtofSprings And,0
6212,And when,0
6213,you understand,3
